Vehicle Class,Coverage,Renew Offer Type,EmploymentStatus,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value
Four-Door Car,Basic,Offer3,Unemployed,Married,High School or Below,3,73,350.4,0,5447.809042
Four-Door Car,Basic,Offer2,Unemployed,Single,College,2,69,331.2,0,6869.185344
Two-Door Car,Basic,Offer3,Unemployed,Married,Doctor,1,72,41.927219,0,2703.466256
Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,1,68,489.6,0,2317.282049
Four-Door Car,Basic,Offer2,Employed,Single,Master,3,70,311.514116,90607,5565.892477
Four-Door Car,Basic,Offer4,Medical Leave,Married,High School or Below,1,61,439.2,25550,2372.289378
Luxury Car,Basic,Offer4,Unemployed,Married,High School or Below,9,198,962.159318,0,14429.89284
Four-Door Car,Extended,Offer2,Employed,Single,High School or Below,1,78,317.982567,97234,3105.35094
Two-Door Car,Basic,Offer1,Retired,Single,College,3,65,468,28215,4650.063763
Four-Door Car,Premium,Offer1,Employed,Single,College,2,104,499.2,92850,20395.96875
Sports Car,Extended,Offer1,Retired,Divorced,College,1,139,667.2,12902,4904.894731
Two-Door Car,Extended,Offer3,Employed,Married,High School or Below,1,83,182.948495,45944,3330.672761
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,82,393.6,22711,25805.26839
Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,1,63,61.769564,89451,2530.705137
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,6,71,340.8,76522,5705.547071
Two-Door Car,Extended,Offer1,Employed,Married,Bachelor,2,82,64.396979,38279,9732.584122
Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,2,76,165.958605,35158,15025.19126
Four-Door Car,Premium,Offer1,Employed,Divorced,College,3,104,878.413622,40105,8346.019875
Two-Door Car,Extended,Offer3,Unemployed,Single,College,2,94,676.8,0,9602.07966
Four-Door Car,Basic,Offer4,Employed,Divorced,College,1,70,336,51789,2750.705045
Four-Door Car,Basic,Offer3,Employed,Divorced,High School or Below,2,62,107.538749,64559,19597.05706
Four-Door Car,Basic,Offer4,Medical Leave,Married,College,1,68,326.4,28700,2575.3237
Four-Door Car,Premium,Offer4,Disabled,Married,Bachelor,1,118,771.878514,13128,4447.423455
Two-Door Car,Extended,Offer1,Unemployed,Single,High School or Below,7,79,407.440238,0,5568.947534
Four-Door Car,Basic,Offer2,Employed,Married,College,9,66,298.954932,25963,5158.576449
SUV,Basic,Offer1,Employed,Divorced,High School or Below,2,106,754.260616,44299,11121.62179
SUV,Basic,Offer1,Disabled,Married,College,4,118,425.489592,17950,8847.444221
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,70,336,25302,13473.18567
SUV,Basic,Offer2,Employed,Married,High School or Below,1,113,542.4,83297,4591.625938
Two-Door Car,Extended,Offer4,Employed,Married,College,1,94,386.520235,68727,3776.665506
SUV,Basic,Offer3,Unemployed,Single,High School or Below,1,101,1183.780098,0,3398.052277
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,3,65,209.25613,83389,5224.328801
Four-Door Car,Extended,Offer2,Employed,Married,Doctor,7,89,181.287697,61233,7124.202899
Four-Door Car,Basic,Offer1,Employed,Married,College,1,68,317.428826,30009,2718.375247
Two-Door Car,Extended,Offer2,Unemployed,Single,High School or Below,9,98,931.648937,0,6674.44805
Four-Door Car,Basic,Offer4,Unemployed,Single,College,2,65,655.073317,0,6715.342541
Sports Car,Premium,Offer1,Employed,Married,College,5,196,940.8,51675,15477.27854
Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,1,92,251.992083,64495,3660.770258
Two-Door Car,Basic,Offer1,Employed,Single,College,1,62,110.556062,45949,2404.459452
SUV,Premium,Offer1,Employed,Divorced,College,1,143,686.4,48156,5666.69628
SUV,Basic,Offer2,Employed,Married,High School or Below,8,110,528,99845,8819.018934
Sports Car,Extended,Offer3,Employed,Married,College,1,122,259.998169,24711,4810.97858
Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2,71,74.523935,93210,11430.58845
Two-Door Car,Basic,Offer2,Employed,Married,Master,3,64,39.127298,83527,5182.941518
Four-Door Car,Premium,Offer2,Disabled,Married,High School or Below,1,109,489.411833,12160,4213.918619
Four-Door Car,Extended,Offer3,Unemployed,Single,Bachelor,1,85,408,0,2894.243869
Sports Car,Basic,Offer2,Employed,Married,Bachelor,2,111,302.137164,54684,13167.60512
Four-Door Car,Basic,Offer3,Employed,Divorced,High School or Below,4,74,43.618784,77835,5897.986595
Four-Door Car,Extended,Offer1,Retired,Married,College,5,96,460.8,23091,5926.729379
Four-Door Car,Extended,Offer4,Employed,Married,College,2,91,655.2,34612,10834.86984
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,1,64,460.8,0,2279.747148
Luxury Car,Extended,Offer4,Employed,Single,High School or Below,1,240,1152,60613,9366.816281
Four-Door Car,Basic,Offer2,Unemployed,Single,College,3,64,492.644465,0,4185.757242
Sports Car,Basic,Offer1,Unemployed,Married,High School or Below,5,114,722.024742,0,8093.410258
Four-Door Car,Extended,Offer1,Employed,Married,College,8,80,91.417923,32390,6285.476868
SUV,Basic,Offer4,Employed,Married,College,1,112,733.319294,21124,4422.883059
Luxury SUV,Extended,Offer2,Employed,Married,Bachelor,8,248,632.944366,60420,19896.42226
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,67,284.000172,71391,8044.872393
Two-Door Car,Basic,Offer1,Medical Leave,Married,High School or Below,2,63,302.4,18120,7028.940001
Four-Door Car,Premium,Offer1,Employed,Married,College,2,102,371.322406,49214,15638.57599
Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,2,70,349.783046,0,7098.91414
SUV,Basic,Offer2,Employed,Married,Master,9,108,192.265438,30092,8532.989751
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,65,43.579327,94137,10571.5377
Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,8,71,300.607591,24516,5636.740347
Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,2,96,192.144838,45039,23207.26972
Two-Door Car,Basic,Offer1,Employed,Single,Bachelor,4,63,302.4,53305,4883.117399
Two-Door Car,Basic,Offer1,Employed,Married,College,1,69,331.2,62506,2787.501453
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,1,82,393.6,60934,3286.171949
Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,1,92,37.299865,73205,3712.430479
Four-Door Car,Basic,Offer3,Employed,Married,College,3,68,169.414572,22280,5279.124682
Four-Door Car,Extended,Offer4,Retired,Single,College,1,95,456,23931,3304.758268
Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,3,65,123.945627,35289,5078.451231
SUV,Basic,Offer1,Unemployed,Divorced,Bachelor,2,110,528,0,25030.89457
Four-Door Car,Basic,Offer2,Medical Leave,Married,College,1,71,398.502948,17576,2722.210707
Two-Door Car,Basic,Offer2,Unemployed,Single,College,4,67,499.590386,0,4502.408771
Four-Door Car,Extended,Offer1,Unemployed,Single,High School or Below,4,93,669.6,0,6439.330195
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,9,68,444.030724,0,4866.647452
SUV,Extended,Offer1,Employed,Married,Bachelor,2,134,735.491986,85322,16265.58682
Four-Door Car,Basic,Offer2,Employed,Married,College,1,64,307.2,58652,2389.774148
SUV,Basic,Offer1,Unemployed,Divorced,College,4,118,566.4,0,8714.922135
Four-Door Car,Basic,Offer1,Unemployed,Married,High School or Below,3,72,427.265172,0,5373.724065
Four-Door Car,Basic,Offer2,Employed,Single,College,1,64,307.2,94003,2534.946955
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,1,65,312,0,2241.463188
Two-Door Car,Basic,Offer1,Employed,Married,Doctor,5,71,110.567069,50695,5704.977144
Four-Door Car,Basic,Offer4,Employed,Single,Bachelor,3,61,245.163042,82763,4794.96419
SUV,Basic,Offer1,Employed,Divorced,Bachelor,1,105,756,35945,4139.89767
Luxury SUV,Extended,Offer1,Employed,Married,Bachelor,8,240,1261.672708,64929,18704.85055
Two-Door Car,Basic,Offer2,Employed,Married,Master,1,71,204.448708,87798,2882.350556
SUV,Basic,Offer1,Employed,Married,College,2,107,513.6,93210,12846.4477
SUV,Basic,Offer1,Employed,Single,Master,1,115,552,32906,4574.924641
Four-Door Car,Basic,Offer1,Employed,Married,College,7,70,336,46043,5551.589436
Sports Car,Basic,Offer1,Employed,Married,Master,4,109,523.2,22849,8789.88406
Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,1,63,11.879037,80744,2527.653796
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,66,22.945038,53333,2660.931663
Two-Door Car,Basic,Offer2,Unemployed,Single,Bachelor,1,65,460.379966,0,2152.081322
SUV,Basic,Offer2,Employed,Married,High School or Below,1,112,109.28708,92921,4526.94696
Two-Door Car,Basic,Offer1,Unemployed,Single,College,1,61,439.2,0,1918.1197
Two-Door Car,Basic,Offer2,Retired,Married,College,1,72,345.6,14030,2719.506996
Four-Door Car,Extended,Offer1,Disabled,Divorced,Master,2,84,403.2,20942,9670.181104
Four-Door Car,Extended,Offer3,Unemployed,Single,College,9,77,554.4,0,5107.624201
SUV,Basic,Offer2,Unemployed,Single,High School or Below,5,102,1037.274096,0,7432.203079
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,3,70,425.800112,73168,5639.941974
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,8,92,321.060571,81145,7356.559341
Two-Door Car,Basic,Offer4,Employed,Divorced,High School or Below,1,65,312,80584,2601.468833
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,4,73,281.295903,81082,5838.89915
Four-Door Car,Basic,Offer4,Employed,Married,Bachelor,1,61,179.161843,83140,2430.506586
Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,1,71,324.739746,71126,2854.114491
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,6,72,23.773332,61108,5821.128509
Sports Car,Basic,Offer1,Employed,Married,Master,2,105,265.215014,33514,12780.276
Four-Door Car,Basic,Offer3,Employed,Married,College,1,61,292.8,27093,2424.424678
Four-Door Car,Extended,Offer1,Employed,Single,High School or Below,1,90,351.286604,41711,3498.634784
Four-Door Car,Basic,Offer2,Unemployed,Single,College,1,64,757.206098,0,2203.588481
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,2,79,379.2,0,20186.34693
SUV,Basic,Offer3,Disabled,Married,Bachelor,1,106,508.8,19245,3936.785538
Four-Door Car,Extended,Offer2,Unemployed,Single,High School or Below,2,99,712.8,0,9868.595441
SUV,Extended,Offer1,Employed,Married,High School or Below,1,129,512.542299,37940,5209.945549
SUV,Basic,Offer2,Unemployed,Married,Bachelor,3,107,740.963933,0,8009.028202
Four-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,5,70,131.401291,0,5116.237577
Four-Door Car,Extended,Offer4,Employed,Married,College,1,92,383.110633,30244,3575.04124
Sports Car,Basic,Offer2,Unemployed,Married,High School or Below,3,119,571.2,0,9048.983447
Two-Door Car,Basic,Offer1,Disabled,Married,Doctor,4,61,292.8,29950,4878.829713
Four-Door Car,Basic,Offer2,Employed,Single,Master,2,68,152.184244,72196,18929.3306
Sports Car,Extended,Offer1,Retired,Divorced,College,1,139,667.2,12902,4904.894731
Two-Door Car,Basic,Offer1,Employed,Divorced,College,1,74,355.2,33746,2896.918767
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,69,159.383042,62902,8256.2978
Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,9,68,326.4,35637,5377.014781
SUV,Premium,Offer1,Unemployed,Single,College,1,165,1188,0,5179.55248
Two-Door Car,Extended,Offer2,Employed,Single,Bachelor,6,90,428.907968,75838,7189.106255
Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,5,88,135.26125,54780,6862.508337
Four-Door Car,Extended,Offer3,Unemployed,Single,College,2,94,451.2,0,10244.2435
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,72,345.6,50332,2860.864563
Four-Door Car,Basic,Offer3,Employed,Divorced,College,1,74,78.248458,71809,2962.982516
Two-Door Car,Basic,Offer3,Employed,Married,Master,1,63,392.235698,79751,2551.226692
Four-Door Car,Basic,Offer4,Employed,Single,High School or Below,3,71,509.997312,85447,5421.537952
Two-Door Car,Premium,Offer1,Employed,Married,College,2,102,489.6,88340,12280.76661
Four-Door Car,Extended,Offer2,Employed,Divorced,Bachelor,1,84,161.231812,59592,3300.607083
Four-Door Car,Basic,Offer2,Unemployed,Single,Bachelor,5,73,680.047456,0,4893.291507
SUV,Basic,Offer1,Unemployed,Married,Bachelor,7,106,529.881344,0,7645.861827
Four-Door Car,Basic,Offer2,Unemployed,Married,High School or Below,1,71,340.8,0,2629.315549
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,1,63,302.4,0,1904.000852
SUV,Basic,Offer2,Unemployed,Married,Bachelor,2,116,830.623064,0,25585.72783
Four-Door Car,Basic,Offer1,Unemployed,Single,College,3,67,482.4,0,4738.992022
Two-Door Car,Extended,Offer1,Unemployed,Married,Master,1,96,28.460568,0,3686.723847
Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,6,83,74.803791,44891,6712.294021
Four-Door Car,Basic,Offer4,Employed,Single,College,1,62,199.37361,46264,2364.43161
Sports Car,Basic,Offer1,Medical Leave,Married,College,2,102,489.6,25370,11638.89947
Sports Car,Basic,Offer2,Employed,Married,High School or Below,9,107,178.006524,95697,8564.768226
SUV,Basic,Offer3,Employed,Divorced,Bachelor,7,119,571.2,26351,9217.978125
Two-Door Car,Extended,Offer4,Employed,Married,Bachelor,4,79,20.382876,61040,6177.109254
Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,8,93,446.4,32818,7240.662339
Two-Door Car,Basic,Offer1,Employed,Divorced,College,1,71,511.2,24506,2834.646235
Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,9,72,345.6,36088,5528.212807
Two-Door Car,Extended,Offer2,Unemployed,Single,College,1,92,897.379535,0,3161.171297
Two-Door Car,Extended,Offer1,Medical Leave,Married,Bachelor,2,90,339.344531,15752,10110.77818
Four-Door Car,Premium,Offer1,Unemployed,Married,College,1,105,504,0,3885.456401
Two-Door Car,Basic,Offer4,Unemployed,Single,High School or Below,7,64,535.953661,0,4191.06163
Sports Car,Extended,Offer1,Unemployed,Single,Bachelor,1,135,1516.383753,0,4526.606038
Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,1,68,245.893663,31911,2620.167098
SUV,Basic,Offer2,Employed,Married,College,4,102,138.722385,85840,8205.387936
Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,1,70,265.629611,66023,2816.758764
Four-Door Car,Basic,Offer4,Employed,Single,High School or Below,2,68,244.727144,72309,8059.893671
SUV,Basic,Offer1,Employed,Divorced,Bachelor,2,106,508.8,33190,33473.34946
SUV,Extended,Offer1,Medical Leave,Divorced,Bachelor,2,121,686.501976,15340,13755.54279
SUV,Extended,Offer1,Unemployed,Married,Master,3,134,643.2,0,9901.278118
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,7,80,871.055266,0,5871.607022
Two-Door Car,Extended,Offer3,Employed,Divorced,Master,4,79,338.79562,71737,6333.030812
Four-Door Car,Basic,Offer2,Unemployed,Married,College,1,69,42.096415,0,2517.533581
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,4,72,438.149129,72032,5864.381825
Sports Car,Extended,Offer3,Unemployed,Married,Master,8,131,628.8,0,9810.407902
Luxury SUV,Basic,Offer1,Unemployed,Divorced,High School or Below,7,183,878.4,0,12285.0473
Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,9,71,208.048487,68654,5642.747998
Four-Door Car,Basic,Offer1,Medical Leave,Divorced,Bachelor,2,71,511.2,14072,24127.50402
SUV,Basic,Offer4,Employed,Married,High School or Below,3,116,556.8,25370,9384.654502
Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,9,95,233.265397,99359,7591.827171
Four-Door Car,Basic,Offer3,Unemployed,Married,Doctor,1,65,312,0,2382.706153
Four-Door Car,Basic,Offer2,Unemployed,Single,College,2,64,415.803174,0,11042.29006
Four-Door Car,Premium,Offer2,Employed,Single,High School or Below,3,101,628.498605,96869,8029.393076
SUV,Basic,Offer1,Employed,Married,College,5,107,245.076091,59230,8513.592687
Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,6,61,121.654567,73769,4822.436037
Four-Door Car,Basic,Offer2,Employed,Divorced,Master,3,72,174.041566,88997,5757.442258
Four-Door Car,Basic,Offer2,Employed,Married,Master,6,64,307.2,97131,5181.620895
Sports Car,Basic,Offer2,Unemployed,Single,Bachelor,4,108,777.6,0,7350.182328
Four-Door Car,Basic,Offer4,Unemployed,Married,Doctor,1,61,292.8,0,2267.604038
Sports Car,Premium,Offer1,Employed,Married,Bachelor,1,153,734.4,42800,6102.307214
Sports Car,Extended,Offer2,Disabled,Single,High School or Below,6,132,633.6,24067,9986.661111
Four-Door Car,Extended,Offer1,Unemployed,Married,College,8,78,644.755653,0,5802.83547
Two-Door Car,Extended,Offer2,Unemployed,Single,Bachelor,2,77,554.4,0,8265.379176
Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,79,494.187643,58851,18943.26899
Four-Door Car,Basic,Offer3,Medical Leave,Married,Doctor,4,63,215.255721,18779,4826.831451
SUV,Basic,Offer2,Employed,Married,Bachelor,9,114,133.425609,82664,8838.085637
Four-Door Car,Basic,Offer1,Employed,Single,High School or Below,6,64,72.760316,79297,5054.780543
Four-Door Car,Extended,Offer2,Employed,Divorced,College,2,89,49.451117,61108,10484.91535
Luxury Car,Basic,Offer1,Employed,Married,High School or Below,5,199,558.433218,63288,16107.19004
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,63,44.359382,65876,2468.443101
Four-Door Car,Basic,Offer2,Unemployed,Married,College,1,61,292.8,0,2159.251473
SUV,Basic,Offer1,Unemployed,Single,College,4,114,914.31553,0,7821.945982
Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,70,336,68144,8173.50314
Two-Door Car,Basic,Offer3,Employed,Married,College,5,73,207.828024,28919,5761.11121
Two-Door Car,Basic,Offer2,Employed,Married,College,6,62,246.249051,93416,4991.535369
SUV,Basic,Offer1,Unemployed,Married,College,3,107,513.6,0,8002.308333
SUV,Premium,Offer1,Unemployed,Single,Master,2,181,868.8,0,39400.1854
Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,9,92,572.352362,27688,7431.664369
Two-Door Car,Extended,Offer2,Medical Leave,Married,Bachelor,1,87,417.6,19098,3220.775528
Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,9,66,188.870427,39268,5143.88351
Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,6,84,293.227028,70328,6746.434272
Luxury SUV,Extended,Offer2,Employed,Single,College,1,210,1008,58414,7840.165778
Two-Door Car,Extended,Offer4,Employed,Married,High School or Below,2,76,188.938397,45473,27382.81893
SUV,Extended,Offer3,Unemployed,Single,High School or Below,1,125,900,0,4423.690041
Four-Door Car,Extended,Offer1,Unemployed,Single,High School or Below,2,96,1120.677126,0,9672.701942
SUV,Extended,Offer1,Unemployed,Married,Master,2,136,46.098963,0,15860.03591
SUV,Basic,Offer4,Employed,Married,Bachelor,2,105,166.972451,80321,38230.21008
Two-Door Car,Extended,Offer2,Employed,Single,High School or Below,1,85,408,86689,3371.858433
Two-Door Car,Extended,Offer1,Employed,Married,Doctor,1,92,441.6,31278,3528.044252
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,8,74,232.926145,90972,5968.118877
SUV,Basic,Offer1,Employed,Married,College,1,117,561.6,37530,4646.387267
